,Gender,Married,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Loan_Status,Total_Income,Loan_Income_Ratio,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Income_Group_low,Income_Group_medium,Income_Group_high,Income_Group_veryhigh
18,1,1,0,0,4887,0.0,133.0,360.0,1.0,0,4887.0,0.027215060364231634,1,0,0,0,1,0,0,0,0,1,0
19,1,1,1,0,2600,3500.0,115.0,360.0,1.0,1,6100.0,0.018852459016393444,1,0,0,0,0,0,1,0,0,0,1
20,1,1,0,0,7660,0.0,104.0,360.0,0.0,0,7660.0,0.013577023498694517,1,0,0,0,0,0,1,0,0,0,1
21,1,1,1,0,5955,5625.0,261.5,360.0,1.0,1,11580.0,0.027202072538860103,0,1,0,0,0,0,1,0,0,0,0
22,1,1,0,0,2600,1911.0,116.0,360.0,0.0,0,4511.0,0.025714919086677012,1,0,0,0,0,1,0,0,0,1,0
23,1,1,0,0,3365,1917.0,112.0,360.0,0.0,0,5282.0,0.021204089360090876,0,0,1,0,1,0,0,0,0,0,1
24,1,1,1,1,3717,2925.0,151.0,360.0,1.0,0,6642.0,0.02273411623005119,0,1,0,0,0,1,0,0,0,0,1
25,1,1,1,1,9560,0.0,191.0,360.0,1.0,1,9560.0,0.01997907949790795,1,0,0,0,0,1,0,0,0,0,1
26,1,1,1,0,2799,2253.0,122.0,360.0,1.0,1,5052.0,0.02414885193982581,1,0,0,0,0,1,0,0,0,0,1
27,1,1,0,0,4226,1040.0,110.0,360.0,1.0,1,5266.0,0.020888720091150777,0,0,1,0,0,0,1,0,0,0,1
28,1,0,0,0,1442,0.0,35.0,360.0,1.0,0,1442.0,0.024271844660194174,1,0,0,0,0,0,1,0,1,0,0
29,0,0,1,0,3750,2083.0,120.0,360.0,1.0,1,5833.0,0.020572604148808505,0,0,1,0,0,1,0,0,0,0,1
30,1,1,1,0,4166,3369.0,201.0,360.0,1.0,0,7535.0,0.026675514266755143,0,1,0,0,0,0,1,0,0,0,1
31,1,0,1,0,3167,0.0,74.0,360.0,1.0,0,3167.0,0.023365961477739186,1,0,0,0,0,0,1,0,0,1,0
32,1,0,1,1,4692,0.0,106.0,360.0,1.0,0,4692.0,0.022591645353793693,0,1,0,0,1,0,0,0,0,1,0
33,1,1,1,0,3500,1667.0,114.0,360.0,1.0,1,5167.0,0.022063092703696534,1,0,0,0,0,1,0,0,0,0,1
34,1,0,1,0,12500,3000.0,261.5,360.0,1.0,0,15500.0,0.02064516129032258,0,0,0,1,1,0,0,0,0,0,0
35,1,1,1,0,2275,2067.0,128.0,360.0,1.0,1,4342.0,0.02947950253339475,1,0,0,0,0,0,1,0,0,1,0
36,1,1,1,0,1828,1330.0,100.0,360.0,0.0,0,3158.0,0.031665611146295125,1,0,0,0,0,0,1,0,0,1,0
37,0,1,1,0,3667,1459.0,144.0,360.0,1.0,1,5126.0,0.02809207959422552,1,0,0,0,0,1,0,0,0,0,1
38,1,0,1,0,4166,7210.0,184.0,360.0,1.0,1,11376.0,0.01617440225035162,1,0,0,0,0,0,1,0,0,0,0
39,1,0,0,0,3748,1668.0,110.0,360.0,1.0,1,5416.0,0.02031019202363368,1,0,0,0,0,1,0,0,0,0,1
40,1,0,1,0,3600,0.0,80.0,360.0,1.0,0,3600.0,0.022222222222222223,1,0,0,0,0,0,1,0,0,1,0
41,1,0,1,0,1800,1213.0,47.0,360.0,1.0,1,3013.0,0.015599070693660804,1,0,0,0,0,0,1,0,0,1,0
42,1,1,1,0,2400,0.0,75.0,360.0,1.0,1,2400.0,0.03125,1,0,0,0,0,0,1,0,1,0,0
43,1,1,1,0,3941,2336.0,134.0,360.0,1.0,1,6277.0,0.021347777600764697,1,0,0,0,0,1,0,0,0,0,1
44,1,1,0,1,4695,0.0,96.0,360.0,1.0,1,4695.0,0.020447284345047924,1,0,0,0,0,0,1,0,0,1,0
45,0,0,1,0,3410,0.0,88.0,360.0,1.0,1,3410.0,0.025806451612903226,1,0,0,0,0,0,1,0,0,1,0
46,1,1,1,0,5649,0.0,44.0,360.0,1.0,1,5649.0,0.007788989201628607,0,1,0,0,0,0,1,0,0,0,1
47,1,1,1,0,5821,0.0,144.0,360.0,1.0,1,5821.0,0.02473801752276241,1,0,0,0,0,0,1,0,0,0,1
48,0,1,1,0,2645,3440.0,120.0,360.0,0.0,0,6085.0,0.01972062448644207,1,0,0,0,0,0,1,0,0,0,1
49,0,0,1,0,4000,2275.0,144.0,360.0,1.0,1,6275.0,0.022948207171314742,1,0,0,0,0,1,0,0,0,0,1
50,0,1,0,0,1928,1644.0,100.0,360.0,1.0,1,3572.0,0.027995520716685332,1,0,0,0,0,1,0,0,0,1,0
51,0,0,1,0,3086,0.0,120.0,360.0,1.0,1,3086.0,0.03888528839922229,1,0,0,0,0,1,0,0,0,1,0
52,0,0,1,0,4230,0.0,112.0,360.0,1.0,0,4230.0,0.026477541371158392,1,0,0,0,0,1,0,0,0,1,0
53,1,1,1,0,4616,0.0,134.0,360.0,1.0,0,4616.0,0.02902946273830156,0,0,1,0,0,0,1,0,0,1,0
54,0,1,1,1,11500,0.0,261.5,360.0,0.0,0,11500.0,0.024869565217391306,0,1,0,0,0,0,1,0,0,0,0
55,1,1,1,0,2708,1167.0,97.0,360.0,1.0,1,3875.0,0.02503225806451613,0,0,1,0,0,1,0,0,0,1,0
56,1,1,1,0,2132,1591.0,96.0,360.0,1.0,1,3723.0,0.0257856567284448,1,0,0,0,0,1,0,0,0,1,0
57,1,1,1,0,3366,2200.0,135.0,360.0,1.0,0,5566.0,0.024254401724757457,1,0,0,0,1,0,0,0,0,0,1
58,1,1,1,0,8080,2250.0,180.0,360.0,1.0,1,10330.0,0.017424975798644726,0,1,0,0,0,0,1,0,0,0,0
59,1,1,0,0,3357,2859.0,144.0,360.0,1.0,1,6216.0,0.023166023166023165,0,0,1,0,0,0,1,0,0,0,1
60,1,1,1,0,2500,3796.0,120.0,360.0,1.0,1,6296.0,0.01905972045743329,1,0,0,0,0,0,1,0,0,0,1
61,1,1,1,0,3029,0.0,99.0,360.0,1.0,1,3029.0,0.03268405414328161,0,0,0,1,0,0,1,0,0,1,0
62,1,1,0,1,2609,3449.0,165.0,180.0,0.0,0,6058.0,0.02723671178606801,1,0,0,0,1,0,0,0,0,0,1
63,1,1,1,0,4945,0.0,128.0,360.0,0.0,0,4945.0,0.025884732052578362,0,1,0,0,1,0,0,0,0,1,0
64,0,0,1,0,4166,0.0,116.0,360.0,0.0,0,4166.0,0.02784445511281805,1,0,0,0,0,1,0,0,0,1,0
65,1,1,1,0,5726,4595.0,258.0,360.0,1.0,0,10321.0,0.024997577754093597,1,0,0,0,0,1,0,0,0,0,0
66,1,0,0,0,3200,2254.0,126.0,180.0,0.0,0,5454.0,0.0231023102310231,1,0,0,0,0,0,1,0,0,0,1
67,1,1,1,0,10750,0.0,261.5,360.0,1.0,1,10750.0,0.02902325581395349,0,1,0,0,0,0,1,0,0,0,0
68,1,1,0,1,7100,0.0,125.0,60.0,1.0,1,7100.0,0.017605633802816902,0,0,0,1,0,0,1,0,0,0,1
69,0,0,1,0,4300,0.0,136.0,360.0,0.0,0,4300.0,0.03162790697674418,1,0,0,0,0,1,0,0,0,1,0
70,1,1,1,0,3208,3066.0,172.0,360.0,1.0,1,6274.0,0.027414727446605038,1,0,0,0,0,0,1,0,0,0,1
71,1,1,0,1,1875,1875.0,97.0,360.0,1.0,1,3750.0,0.025866666666666666,0,0,1,0,0,1,0,0,0,1,0
72,1,0,1,0,3500,0.0,81.0,300.0,1.0,1,3500.0,0.023142857142857142,1,0,0,0,0,1,0,0,0,1,0
73,1,1,0,0,4755,0.0,95.0,360.0,0.0,0,4755.0,0.019978969505783387,0,0,0,1,0,1,0,0,0,1,0
74,1,1,1,1,5266,1774.0,187.0,360.0,1.0,1,7040.0,0.0265625,0,0,0,1,0,1,0,0,0,0,1
75,1,0,1,0,3750,0.0,113.0,480.0,1.0,0,3750.0,0.030133333333333335,1,0,0,0,0,0,1,0,0,1,0
76,1,0,1,0,3750,4750.0,176.0,360.0,1.0,0,8500.0,0.020705882352941178,1,0,0,0,0,0,1,0,0,0,1
77,1,1,1,1,1000,3022.0,110.0,360.0,1.0,0,4022.0,0.02734957732471407,0,1,0,0,0,0,1,0,0,1,0
78,1,1,1,0,3167,4000.0,180.0,300.0,0.0,0,7167.0,0.025115110925073254,0,0,0,1,0,1,0,0,0,0,1
79,1,1,0,1,3333,2166.0,130.0,360.0,1.0,1,5499.0,0.02364066193853428,0,0,0,1,0,1,0,0,0,0,1
80,0,0,1,0,3846,0.0,111.0,360.0,1.0,1,3846.0,0.028861154446177848,1,0,0,0,0,1,0,0,0,1,0
81,1,1,1,1,2395,0.0,128.0,360.0,1.0,1,2395.0,0.05344467640918581,0,1,0,0,0,1,0,0,1,0,0
82,0,1,1,0,1378,1881.0,167.0,360.0,1.0,0,3259.0,0.0512427124884934,0,0,1,0,0,0,1,0,0,1,0
83,1,1,1,0,6000,2250.0,261.5,360.0,1.0,0,8250.0,0.03212121212121212,1,0,0,0,0,1,0,0,0,0,1
84,1,1,1,0,3988,0.0,50.0,240.0,1.0,1,3988.0,0.012537612838515547,0,1,0,0,0,0,1,0,0,1,0
85,1,0,1,0,2366,2531.0,136.0,360.0,1.0,1,4897.0,0.027772105370635083,1,0,0,0,0,1,0,0,0,1,0
86,1,1,0,0,3333,2000.0,99.0,360.0,1.0,1,5333.0,0.0185636602287643,0,0,1,0,0,1,0,0,0,0,1
87,1,1,1,0,2500,2118.0,104.0,360.0,1.0,1,4618.0,0.02252057167605024,1,0,0,0,0,1,0,0,0,1,0
88,1,0,1,0,8566,0.0,210.0,360.0,1.0,1,8566.0,0.02451552650011674,1,0,0,0,0,0,1,0,0,0,1
89,1,1,1,0,5695,4167.0,175.0,360.0,1.0,1,9862.0,0.017744879334820524,1,0,0,0,0,1,0,0,0,0,1
90,1,1,1,0,2958,2900.0,131.0,360.0,1.0,1,5858.0,0.022362581085694777,1,0,0,0,0,1,0,0,0,0,1
91,1,1,1,0,6250,5654.0,188.0,180.0,1.0,1,11904.0,0.015793010752688172,0,0,1,0,0,1,0,0,0,0,0
92,1,1,0,0,3273,1820.0,81.0,360.0,1.0,1,5093.0,0.015904182210877676,0,0,1,0,0,0,1,0,0,0,1
93,1,0,1,0,4133,0.0,122.0,360.0,1.0,1,4133.0,0.029518509557222357,1,0,0,0,0,1,0,0,0,1,0
94,1,0,0,0,3620,0.0,25.0,120.0,1.0,1,3620.0,0.006906077348066298,1,0,0,0,0,1,0,0,0,1,0
95,1,0,1,0,6782,0.0,128.0,360.0,1.0,0,6782.0,0.018873488646416987,1,0,0,0,0,0,1,0,0,0,1
96,0,1,1,0,2484,2302.0,137.0,360.0,1.0,1,4786.0,0.028625156707062265,1,0,0,0,0,1,0,0,0,1,0
97,1,1,1,0,1977,997.0,50.0,360.0,1.0,1,2974.0,0.016812373907195696,1,0,0,0,0,1,0,0,1,0,0
98,1,1,0,0,4188,0.0,115.0,180.0,1.0,1,4188.0,0.027459407831900668,1,0,0,0,0,1,0,0,0,1,0
99,1,1,1,0,1759,3541.0,131.0,360.0,1.0,1,5300.0,0.02471698113207547,1,0,0,0,0,1,0,0,0,0,1
100,1,1,0,0,4288,3263.0,133.0,180.0,1.0,1,7551.0,0.01761356111773275,0,0,1,0,0,0,1,0,0,0,1
101,1,0,1,0,4843,3806.0,151.0,360.0,1.0,1,8649.0,0.017458665741704245,1,0,0,0,0,1,0,0,0,0,1
102,1,1,1,0,13650,0.0,128.0,360.0,1.0,1,13650.0,0.009377289377289377,1,0,0,0,0,0,1,0,0,0,0
103,1,1,1,0,4652,3583.0,128.0,360.0,1.0,1,8235.0,0.01554341226472374,1,0,0,0,0,1,0,0,0,0,1
104,1,1,1,0,3816,754.0,160.0,360.0,1.0,1,4570.0,0.0350109409190372,0,1,0,0,0,0,1,0,0,1,0
105,1,1,1,0,3052,1030.0,100.0,360.0,1.0,1,4082.0,0.02449779519843214,0,1,0,0,0,0,1,0,0,1,0
106,1,1,1,0,11417,1126.0,225.0,360.0,1.0,1,12543.0,0.01793829227457546,0,0,1,0,0,0,1,0,0,0,0
107,1,0,0,0,7333,0.0,120.0,360.0,1.0,0,7333.0,0.01636438019909996,1,0,0,0,1,0,0,0,0,0,1
108,1,1,1,0,3800,3600.0,216.0,360.0,0.0,0,7400.0,0.02918918918918919,0,0,1,0,0,0,1,0,0,0,1
109,1,1,0,0,2071,754.0,94.0,480.0,1.0,1,2825.0,0.03327433628318584,0,0,0,1,0,1,0,0,1,0,0
110,1,0,1,0,5316,0.0,136.0,360.0,1.0,1,5316.0,0.025583145221971408,1,0,0,0,0,0,1,0,0,0,1
111,0,1,1,0,2929,2333.0,139.0,360.0,1.0,1,5262.0,0.026415811478525276,1,0,0,0,0,1,0,0,0,0,1
112,1,1,0,0,3572,4114.0,152.0,360.0,0.0,0,7686.0,0.019776216497527973,1,0,0,0,1,0,0,0,0,0,1
113,0,0,1,1,7451,0.0,128.0,360.0,1.0,1,7451.0,0.01717890216078379,0,1,0,0,0,1,0,0,0,0,1
114,1,0,1,0,5050,0.0,118.0,360.0,1.0,1,5050.0,0.023366336633663366,1,0,0,0,0,1,0,0,0,0,1
115,1,1,1,0,14583,0.0,185.0,180.0,1.0,1,14583.0,0.012686004251525749,0,1,0,0,1,0,0,0,0,0,0
116,0,1,1,0,3167,2283.0,154.0,360.0,1.0,1,5450.0,0.028256880733944955,1,0,0,0,0,1,0,0,0,0,1
117,1,1,1,0,2214,1398.0,85.0,360.0,1.0,1,3612.0,0.02353266888150609,0,1,0,0,0,0,1,0,0,1,0
118,1,1,1,0,5568,2142.0,175.0,360.0,1.0,0,7710.0,0.022697795071335927,1,0,0,0,1,0,0,0,0,0,1
119,0,0,1,0,10408,0.0,259.0,360.0,1.0,1,10408.0,0.024884704073789392,1,0,0,0,0,0,1,0,0,0,0
120,1,1,1,0,5667,2667.0,180.0,360.0,1.0,1,8334.0,0.02159827213822894,1,0,0,0,1,0,0,0,0,0,1
121,0,0,1,0,4166,0.0,44.0,360.0,1.0,1,4166.0,0.01056168987037926,1,0,0,0,0,1,0,0,0,1,0
122,0,0,1,0,2137,8980.0,137.0,360.0,0.0,1,11117.0,0.01232346856166232,1,0,0,0,0,1,0,0,0,0,0
123,1,1,1,0,2957,0.0,81.0,360.0,1.0,1,2957.0,0.027392627663172135,0,0,1,0,0,1,0,0,1,0,0
124,1,1,0,0,4300,2014.0,194.0,360.0,1.0,1,6314.0,0.030725372188786824,1,0,0,0,1,0,0,0,0,0,1
125,0,0,1,0,3692,0.0,93.0,360.0,1.0,1,3692.0,0.025189599133261104,1,0,0,0,1,0,0,0,0,1,0
126,1,1,1,0,23803,0.0,261.5,360.0,1.0,1,23803.0,0.015544259127000798,0,0,0,1,1,0,0,0,0,0,0
127,1,0,1,0,3865,1640.0,128.0,360.0,1.0,1,5505.0,0.023251589464123524,1,0,0,0,1,0,0,0,0,0,1
128,1,1,1,1,10513,3850.0,160.0,180.0,0.0,0,14363.0,0.011139734038849823,0,1,0,0,0,0,1,0,0,0,0
129,1,1,1,0,6080,2569.0,182.0,360.0,1.0,0,8649.0,0.021042895132385248,1,0,0,0,1,0,0,0,0,0,1
130,1,0,1,1,20166,0.0,261.5,480.0,1.0,1,20166.0,0.03223247049489239,1,0,0,0,0,0,1,0,0,0,0
131,1,0,1,0,2014,1929.0,74.0,360.0,1.0,1,3943.0,0.018767435962465127,1,0,0,0,0,0,1,0,0,1,0
132,1,0,1,0,2718,0.0,70.0,360.0,1.0,1,2718.0,0.025754231052244298,1,0,0,0,0,1,0,0,1,0,0
133,1,1,1,1,3459,0.0,25.0,120.0,1.0,1,3459.0,0.007227522405319456,1,0,0,0,0,1,0,0,0,1,0
134,1,0,1,0,4895,0.0,102.0,360.0,1.0,1,4895.0,0.020837589376915218,1,0,0,0,0,1,0,0,0,1,0
135,1,1,1,0,4000,7750.0,261.5,360.0,1.0,0,11750.0,0.02468085106382979,0,0,0,1,0,1,0,0,0,0,0
136,0,1,1,0,4583,0.0,84.0,360.0,1.0,0,4583.0,0.0183286057167794,1,0,0,0,1,0,0,0,0,1,0
137,1,1,1,1,3316,3500.0,88.0,360.0,1.0,1,6816.0,0.012910798122065728,0,0,1,0,0,0,1,0,0,0,1
138,1,0,1,0,14999,0.0,242.0,360.0,0.0,0,14999.0,0.016134408960597372,1,0,0,0,0,1,0,0,0,0,0
139,1,1,0,0,4200,1430.0,129.0,360.0,1.0,0,5630.0,0.022912966252220248,0,0,1,0,1,0,0,0,0,0,1
140,1,1,1,0,5042,2083.0,185.0,360.0,1.0,0,7125.0,0.025964912280701753,0,0,1,0,1,0,0,0,0,0,1
141,1,0,1,0,5417,0.0,168.0,360.0,1.0,1,5417.0,0.031013476093778844,1,0,0,0,0,0,1,0,0,0,1
142,1,0,1,1,6950,0.0,175.0,180.0,1.0,1,6950.0,0.025179856115107913,1,0,0,0,0,1,0,0,0,0,1
143,1,1,1,0,2698,2034.0,122.0,360.0,1.0,1,4732.0,0.02578191039729501,1,0,0,0,0,1,0,0,0,1,0
144,1,1,1,0,11757,0.0,187.0,180.0,1.0,1,11757.0,0.01590541804882198,0,0,1,0,0,0,1,0,0,0,0
145,0,1,1,0,2330,4486.0,100.0,360.0,1.0,1,6816.0,0.014671361502347418,1,0,0,0,0,1,0,0,0,0,1
146,0,1,1,0,14866,0.0,70.0,360.0,1.0,1,14866.0,0.0047087313332436435,0,0,1,0,0,0,1,0,0,0,0
147,1,1,1,0,1538,1425.0,30.0,360.0,1.0,1,2963.0,0.010124873439082012,0,1,0,0,0,0,1,0,1,0,0
148,0,0,1,0,10000,1666.0,225.0,360.0,1.0,0,11666.0,0.019286816389507973,1,0,0,0,1,0,0,0,0,0,0
149,1,1,1,0,4860,830.0,125.0,360.0,1.0,1,5690.0,0.021968365553602813,1,0,0,0,0,1,0,0,0,0,1
150,1,0,1,0,6277,0.0,118.0,360.0,0.0,0,6277.0,0.018798789230524134,1,0,0,0,1,0,0,0,0,0,1
151,1,1,1,1,2577,3750.0,152.0,360.0,1.0,1,6327.0,0.024024024024024024,1,0,0,0,1,0,0,0,0,0,1
152,1,0,1,0,9166,0.0,244.0,360.0,1.0,0,9166.0,0.026620117826751038,1,0,0,0,0,0,1,0,0,0,1
153,1,1,0,0,2281,0.0,113.0,360.0,1.0,0,2281.0,0.049539675580885574,0,0,1,0,1,0,0,0,1,0,0
154,1,0,1,0,3254,0.0,50.0,360.0,1.0,1,3254.0,0.015365703749231715,1,0,0,0,0,0,1,0,0,1,0
155,1,1,1,0,39999,0.0,261.5,180.0,0.0,1,39999.0,0.015000375009375235,0,0,0,1,0,1,0,0,0,0,0
156,1,1,1,0,6000,0.0,160.0,360.0,1.0,1,6000.0,0.02666666666666667,0,1,0,0,1,0,0,0,0,0,1
157,1,1,1,0,9538,0.0,187.0,360.0,1.0,1,9538.0,0.019605787376808556,0,1,0,0,0,0,1,0,0,0,1
158,1,0,1,0,2980,2083.0,120.0,360.0,1.0,1,5063.0,0.023701362828362632,1,0,0,0,1,0,0,0,0,0,1
159,1,1,1,0,4583,5625.0,255.0,360.0,1.0,1,10208.0,0.02498040752351097,1,0,0,0,0,1,0,0,0,0,0
160,1,1,0,0,1863,1041.0,98.0,360.0,1.0,1,2904.0,0.0337465564738292,1,0,0,0,0,1,0,0,1,0,0
161,1,1,1,0,7933,0.0,261.5,360.0,1.0,0,7933.0,0.03466532207235598,1,0,0,0,0,0,1,0,0,0,1
162,1,1,1,0,3089,1280.0,121.0,360.0,0.0,0,4369.0,0.027695124742504004,0,1,0,0,0,1,0,0,0,1,0
163,1,1,1,0,4167,1447.0,158.0,360.0,1.0,1,5614.0,0.028143925899536872,0,0,1,0,1,0,0,0,0,0,1
164,1,1,1,0,9323,0.0,75.0,180.0,1.0,1,9323.0,0.008044620830204869,1,0,0,0,0,0,1,0,0,0,1
165,1,1,1,0,3707,3166.0,182.0,360.0,1.0,1,6873.0,0.02648043067074058,1,0,0,0,1,0,0,0,0,0,1
166,0,1,1,0,4583,0.0,112.0,360.0,1.0,0,4583.0,0.02443814095570587,1,0,0,0,1,0,0,0,0,1,0
167,1,1,1,0,2439,3333.0,129.0,360.0,1.0,1,5772.0,0.02234927234927235,1,0,0,0,1,0,0,0,0,0,1
168,1,0,1,0,2237,0.0,63.0,480.0,0.0,0,2237.0,0.028162717925793473,1,0,0,0,0,1,0,0,1,0,0
169,1,1,1,0,8000,0.0,200.0,360.0,1.0,1,8000.0,0.025,0,0,1,0,0,1,0,0,0,0,1
170,1,1,0,0,1820,1769.0,95.0,360.0,1.0,1,3589.0,0.026469768737809974,1,0,0,0,1,0,0,0,0,1,0
171,1,1,1,0,51763,0.0,261.5,300.0,1.0,1,51763.0,0.013523172922744044,0,0,0,1,0,0,1,0,0,0,0
172,1,1,0,0,3522,0.0,81.0,180.0,1.0,0,3522.0,0.022998296422487224,0,0,0,1,1,0,0,0,0,1,0
173,1,1,1,0,5708,5625.0,187.0,360.0,1.0,1,11333.0,0.016500485308391422,1,0,0,0,0,1,0,0,0,0,0
174,1,1,0,1,4344,736.0,87.0,360.0,1.0,0,5080.0,0.017125984251968505,1,0,0,0,0,1,0,0,0,0,1
175,1,1,1,0,3497,1964.0,116.0,360.0,1.0,1,5461.0,0.021241530855154733,1,0,0,0,1,0,0,0,0,0,1
176,1,1,1,0,2045,1619.0,101.0,360.0,1.0,1,3664.0,0.027565502183406112,0,0,1,0,1,0,0,0,0,1,0
177,1,1,1,0,5516,11300.0,261.5,360.0,0.0,0,16816.0,0.029436251189343482,0,0,0,1,0,1,0,0,0,0,0
178,1,1,1,0,3750,0.0,116.0,360.0,1.0,1,3750.0,0.030933333333333334,0,1,0,0,0,1,0,0,0,1,0
179,1,0,0,0,2333,1451.0,102.0,480.0,0.0,0,3784.0,0.026955602536997886,1,0,0,0,0,0,1,0,0,1,0
180,1,1,1,0,6400,7250.0,180.0,360.0,0.0,0,13650.0,0.013186813186813187,0,1,0,0,0,0,1,0,0,0,0
181,1,0,1,0,1916,5063.0,67.0,360.0,1.0,0,6979.0,0.00960022925920619,1,0,0,0,1,0,0,0,0,0,1
182,1,1,1,0,4600,0.0,73.0,180.0,1.0,1,4600.0,0.015869565217391305,1,0,0,0,0,1,0,0,0,1,0
183,1,1,1,0,33846,0.0,260.0,360.0,1.0,0,33846.0,0.00768185309933227,0,1,0,0,0,1,0,0,0,0,0
184,0,1,1,0,3625,0.0,108.0,360.0,1.0,1,3625.0,0.029793103448275862,1,0,0,0,0,1,0,0,0,1,0
185,1,1,1,1,39147,4750.0,120.0,360.0,1.0,1,43897.0,0.0027336720049206094,1,0,0,0,0,1,0,0,0,0,0
186,1,1,1,1,2178,0.0,66.0,300.0,0.0,0,2178.0,0.030303030303030304,0,1,0,0,1,0,0,0,1,0,0
187,1,1,1,0,2383,2138.0,58.0,360.0,1.0,1,4521.0,0.012829020128290201,1,0,0,0,1,0,0,0,0,1,0
188,1,1,1,1,674,5296.0,168.0,360.0,1.0,1,5970.0,0.02814070351758794,1,0,0,0,1,0,0,0,0,0,1
189,1,1,1,0,9328,0.0,188.0,180.0,1.0,1,9328.0,0.020154373927958835,1,0,0,0,1,0,0,0,0,0,1
190,1,0,0,0,4885,0.0,48.0,360.0,1.0,1,4885.0,0.009825997952917094,1,0,0,0,1,0,0,0,0,1,0
191,1,0,1,0,12000,0.0,164.0,360.0,1.0,0,12000.0,0.013666666666666667,1,0,0,0,0,1,0,0,0,0,0
192,1,1,0,0,6033,0.0,160.0,360.0,1.0,0,6033.0,0.026520802254268193,1,0,0,0,0,0,1,0,0,0,1
193,1,0,1,0,3858,0.0,76.0,360.0,1.0,1,3858.0,0.019699326075686883,1,0,0,0,0,1,0,0,0,1,0
194,1,0,1,0,4191,0.0,120.0,360.0,1.0,1,4191.0,0.02863278453829635,1,0,0,0,1,0,0,0,0,1,0
195,1,1,1,0,3125,2583.0,170.0,360.0,1.0,0,5708.0,0.029782761037140854,0,1,0,0,0,1,0,0,0,0,1
196,1,0,1,0,8333,3750.0,187.0,360.0,1.0,1,12083.0,0.015476289001075892,1,0,0,0,1,0,0,0,0,0,0
197,0,0,0,0,1907,2365.0,120.0,360.0,1.0,1,4272.0,0.028089887640449437,1,0,0,0,0,0,1,0,0,1,0
198,0,1,1,0,3416,2816.0,113.0,360.0,1.0,1,6232.0,0.01813222079589217,1,0,0,0,0,1,0,0,0,0,1
199,1,0,1,1,11000,0.0,83.0,360.0,1.0,0,11000.0,0.007545454545454545,1,0,0,0,0,0,1,0,0,0,0
200,1,1,0,0,2600,2500.0,90.0,360.0,1.0,1,5100.0,0.01764705882352941,0,1,0,0,0,1,0,0,0,0,1
201,1,0,1,0,4923,0.0,166.0,360.0,0.0,1,4923.0,0.03371927686370099,0,0,1,0,0,1,0,0,0,1,0
